#       time         integral Re         integral Im         integral Re         integral Im
#       r =            30.000000           30.000000           50.000000           50.000000
   9.6000000   -4.8400799165e-05   -6.5883588284e-15    2.9555773355e-05    5.4770637297e-15
   9.7000000   -4.8280333878e-05   -5.6488837160e-15    2.9645010050e-05    1.8634713925e-15
   9.8000000   -4.8174241955e-05   -2.3677251857e-15    2.9733607732e-05   -3.4474222597e-15
   9.9000000   -4.8082766776e-05   -1.0052059994e-15    2.9821214554e-05   -2.0912852677e-15
  10.0000000   -4.8006159415e-05   -4.2651561134e-15    2.9907467184e-05   -2.8605051528e-15
  10.1000000   -4.7944674768e-05   -2.5680549789e-15    2.9992042608e-05   -4.8413690424e-15
  10.2000000   -4.7898567789e-05   -1.1035731453e-15    3.0074710226e-05   -5.9768011667e-15
  10.3000000   -4.7868090260e-05   -1.6698308054e-15    3.0155376880e-05   -3.4030354809e-15
  10.4000000   -4.7853488773e-05   -1.0917501578e-15    3.0234117066e-05   -6.4927328221e-15
  10.5000000   -4.7855003560e-05   -4.0514687057e-15    3.0311181692e-05   -8.8572827781e-15
  10.6000000   -4.7872868370e-05   -2.0218005850e-17    3.0386982135e-05   -9.7870059828e-15
  10.7000000   -4.7907311277e-05    6.2409017668e-16    3.0462048348e-05   -7.9351661217e-15
  10.8000000   -4.7958556262e-05    1.5727719720e-15    3.0536965909e-05   -4.2059178227e-15
  10.9000000   -4.8026825722e-05   -8.4922741566e-16    3.0612296933e-05   -3.2812500029e-15
  11.0000000   -4.8112343716e-05   -2.7422822209e-15    3.0688495894e-05   -1.1245596464e-15
  11.1000000   -4.8215340458e-05   -5.9690886838e-15    3.0765830556e-05    1.2988588424e-15
  11.2000000   -4.8336057412e-05   -5.5683075027e-15    3.0844319198e-05    8.2813084486e-16
  11.3000000   -4.8474752414e-05   -4.8814091355e-15    3.0923694309e-05    2.8411285092e-15
  11.4000000   -4.8631703227e-05   -8.3798229414e-15    3.1003399901e-05   -4.0712758863e-16
  11.5000000   -4.8807208117e-05   -9.9468568558e-15    3.1082625318e-05   -3.7023295648e-15
  11.6000000   -4.9001581170e-05   -7.5824974196e-15    3.1160374904e-05   -4.1846672977e-15
  11.7000000   -4.9215142282e-05   -5.7524070652e-15    3.1235568614e-05   -1.5018740342e-15
  11.8000000   -4.9448203069e-05   -3.8743575281e-15    3.1307163517e-05    5.2978338535e-16
  11.9000000   -4.9701052471e-05   -2.5523283145e-15    3.1374284230e-05    1.1387379628e-15
  12.0000000   -4.9973948744e-05    2.2040090790e-16    3.1436348217e-05    1.0164266735e-14
  12.1000000   -5.0267124526e-05    2.9232641115e-15    3.1493171099e-05    7.2549098158e-15
  12.2000000   -5.0580810804e-05    1.8786056750e-15    3.1545039426e-05    1.5722343495e-15
  12.3000000   -5.0915279652e-05    8.7831760401e-16    3.1592739502e-05   -5.4991805798e-15
  12.4000000   -5.1270899318e-05   -9.9151917252e-16    3.1637536577e-05   -1.9006068799e-15
  12.5000000   -5.1648185668e-05   -2.4920547875e-15    3.1681101993e-05   -1.4538905576e-15
  12.6000000   -5.2047828191e-05   -3.9727904588e-15    3.1725392059e-05   -2.4115444988e-15
  12.7000000   -5.2470667913e-05   -8.5554104653e-15    3.1772487571e-05   -5.0187553299e-15
  12.8000000   -5.2917610761e-05   -9.7235341392e-15    3.1824406869e-05   -8.0433313584e-15
  12.9000000   -5.3389476889e-05   -6.8557487462e-15    3.1882909896e-05   -6.7453780419e-15
  13.0000000   -5.3886808405e-05   -7.5483927164e-15    3.1949311827e-05   -5.6044743658e-15
  13.1000000   -5.4409683638e-05   -4.3768241161e-15    3.2024326135e-05   -5.5954275386e-15
  13.2000000   -5.4957604371e-05   -2.5365332565e-15    3.2107954037e-05   -5.4952203731e-15
  13.3000000   -5.5529527377e-05    8.5516646454e-16    3.2199434669e-05   -7.5422956728e-15
  13.4000000   -5.6124093406e-05    2.7002843912e-15    3.2297263955e-05   -3.5114816873e-15
  13.5000000   -5.6740063756e-05    4.3667707785e-15    3.2399284235e-05   -7.6683222283e-16
  13.6000000   -5.7376908965e-05    4.0968013720e-15    3.2502838374e-05    1.5976095275e-15
  13.7000000   -5.8035419929e-05    4.2673682509e-15    3.2604975847e-05   -2.6916522105e-15
  13.8000000   -5.8718149138e-05    4.7714931405e-15    3.2702691275e-05   -5.2982361074e-15
  13.9000000   -5.9429463486e-05    6.0489009828e-15    3.2793172339e-05    2.1275275525e-16
  14.0000000   -6.0175027290e-05    2.9688402009e-15    3.2874031394e-05    1.9019049663e-15
  14.1000000   -6.0960645127e-05    2.0316701549e-15    3.2943496339e-05    4.0698214159e-15
  14.2000000   -6.1790577118e-05   -3.1113575734e-15    3.3000541250e-05    7.3181966782e-15
  14.3000000   -6.2665656594e-05   -8.1696331708e-15    3.3044941715e-05    1.6306207533e-15
  14.4000000   -6.3581739717e-05   -8.8087075827e-15    3.3077251330e-05   -9.6765896843e-16
  14.5000000   -6.4529118642e-05   -9.6425940921e-15    3.3098702687e-05    4.1600863740e-15
  14.6000000   -6.5493464362e-05   -1.0059192179e-14    3.3111046448e-05    3.4643042639e-15
  14.7000000   -6.6458591007e-05   -7.5218026277e-15    3.3116350401e-05    6.5279703140e-15
  14.8000000   -6.7410860161e-05   -8.7109169247e-15    3.3116783827e-05    7.8993868259e-15
  14.9000000   -6.8344455821e-05   -5.5483094259e-15    3.3114416060e-05    5.4828247350e-15
  15.0000000   -6.9266208824e-05   -1.6837578657e-15    3.3111053626e-05    5.3023435877e-15
  15.1000000   -7.0198325103e-05   -2.1525070155e-15    3.3108136854e-05   -1.5821463796e-16
  15.2000000   -7.1177454851e-05    8.1434796362e-16    3.3106706963e-05   -1.9053415104e-15
  15.3000000   -7.2249136077e-05    1.1221401877e-15    3.3107443533e-05    6.3442233340e-17
  15.4000000   -7.3457732536e-05    2.7105615131e-15    3.3110763320e-05   -4.7695346093e-15
  15.5000000   -7.4833372060e-05    7.5241319147e-16    3.3116959785e-05    7.7478104616e-16
  15.6000000   -7.6378744315e-05   -2.0388576649e-15    3.3126357961e-05    2.7286979250e-15
  15.7000000   -7.8059512350e-05   -1.4055715522e-15    3.3139453427e-05    7.3863863236e-15
  15.8000000   -7.9802140475e-05   -1.4280547788e-15    3.3157008867e-05    3.6578410067e-15
  15.9000000   -8.1501898536e-05   -6.3265761471e-17    3.3180084462e-05    9.5892337116e-15
  16.0000000   -8.3041697561e-05   -1.0823924714e-16    3.3209989218e-05    9.4535617584e-15
  16.1000000   -8.4319585577e-05   -2.2014371602e-15    3.3248151760e-05    6.4453131253e-15
  16.2000000   -8.5279820072e-05   -1.8800344387e-15    3.3295922183e-05    9.6034427587e-15
  16.3000000   -8.5940227188e-05   -8.4492027139e-16    3.3354327323e-05    7.1690818268e-15
  16.4000000   -8.6407825426e-05   -2.9719433507e-15    3.3423811968e-05    1.6762436443e-15
  16.5000000   -8.6875936123e-05   -1.8598317966e-15    3.3504002492e-05    3.9319346763e-15
  16.6000000   -8.7599286808e-05   -1.6156079808e-15    3.3593530084e-05    5.9690856932e-15
  16.7000000   -8.8848453610e-05   -1.1678389655e-15    3.3689945047e-05    4.0266376797e-15
  16.8000000   -9.0850404641e-05   -2.9973671436e-15    3.3789744576e-05    4.8991649533e-15
  16.9000000   -9.3726601037e-05    6.8135947823e-17    3.3888522465e-05    5.3423516516e-16
  17.0000000   -9.7442779253e-05   -1.2493413045e-15    3.3981235760e-05    4.0309369761e-15
  17.1000000   -1.0178419330e-04   -1.0444841440e-15    3.4062566746e-05    4.9243940555e-15
  17.2000000   -1.0636638695e-04   -1.4967906358e-15    3.4127348569e-05    6.0641491019e-15
  17.3000000   -1.1068493007e-04    4.5877898652e-16    3.4171011485e-05    1.9914550918e-15
  17.4000000   -1.1419920507e-04   -1.4944583327e-15    3.4190004650e-05    5.3564465559e-15
  17.5000000   -1.1643703458e-04   -3.6463348967e-15    3.4182148917e-05    5.1031460464e-15
  17.6000000   -1.1710064174e-04   -6.7472682039e-15    3.4146882888e-05    7.0949609442e-15
  17.7000000   -1.1615178932e-04   -4.2513873747e-15    3.4085375927e-05    8.7032663020e-15
  17.8000000   -1.1385591099e-04   -7.1641613949e-15    3.4000495084e-05    1.4811287749e-14
  17.9000000   -1.1077160322e-04   -4.5907533254e-15    3.3896628239e-05    8.6760780624e-15
  18.0000000   -1.0768191934e-04   -2.8788948671e-15    3.3779381231e-05    3.6027954750e-15
  18.1000000   -1.0547556676e-04   -4.0526081711e-15    3.3655177728e-05    4.2044588581e-16
  18.2000000   -1.0499694430e-04   -4.2252771258e-15    3.3530799492e-05    2.6761424943e-15
  18.3000000   -1.0689161367e-04   -6.9914461572e-16    3.3412909797e-05    6.2787483856e-15
  18.4000000   -1.1147648129e-04    6.5695005443e-16    3.3307600881e-05    4.3825709819e-15
  18.5000000   -1.1866087736e-04   -1.4100750579e-15    3.3220002089e-05    5.9844245356e-15
  18.6000000   -1.2793624629e-04   -9.4173463305e-17    3.3153976444e-05    9.6764688086e-15
  18.7000000   -1.3843983461e-04    5.9028213662e-16    3.3111923278e-05    8.1372645759e-15
  18.8000000   -1.4908394512e-04    6.9977411325e-16    3.3094692444e-05    1.3917054484e-14
  18.9000000   -1.5872972955e-04    1.2998173622e-15    3.3101604730e-05    6.4937642080e-15
  19.0000000   -1.6637561931e-04    2.5612131907e-15    3.3130564400e-05   -4.3121391334e-16
  19.1000000   -1.7132712501e-04    2.9801552017e-15    3.3178242865e-05   -7.9372933827e-15
  19.2000000   -1.7331756076e-04    1.4064985483e-15    3.3240309324e-05   -6.2054788642e-15
  19.3000000   -1.7255775311e-04   -1.8426832890e-15    3.3311684522e-05   -3.9185484736e-15
  19.4000000   -1.6970537833e-04    2.3447479969e-17    3.3386796267e-05   -5.6343294843e-15
  19.5000000   -1.6575883333e-04    1.0390653121e-15    3.3459819676e-05   -9.5881805648e-16
  19.6000000   -1.6189385129e-04    6.9398141659e-16    3.3524892592e-05   -8.2655075856e-15
  19.7000000   -1.5927098936e-04   -1.4149390122e-15    3.3576301196e-05   -1.1212009935e-15
  19.8000000   -1.5884683731e-04   -3.7839783403e-15    3.3608638007e-05    7.8847293865e-16
  19.9000000   -1.6122072357e-04   -3.2471487346e-15    3.3616936742e-05    1.7827246437e-15
  20.0000000   -1.6654201362e-04   -5.1510495592e-15    3.3596792808e-05    7.1316930600e-15
  20.1000000   -1.7449219065e-04   -4.1081871185e-15    3.3544476590e-05    1.7848261249e-14
  20.2000000   -1.8434313832e-04   -3.2875910924e-15    3.3457046207e-05    1.7659626695e-14
  20.3000000   -1.9507981631e-04   -4.1361270198e-15    3.3332462509e-05    1.2881781420e-14
  20.4000000   -2.0556576665e-04   -3.4188135880e-15    3.3169705277e-05    1.4353764444e-14
  20.5000000   -2.1472325330e-04    6.0859540455e-16    3.2968885248e-05    1.0299581594e-14
  20.6000000   -2.2169845867e-04   -3.5504433789e-15    3.2731343005e-05    5.7864649111e-15
  20.7000000   -2.2598591073e-04    1.2615925731e-15    3.2459722449e-05    4.9354146404e-15
  20.8000000   -2.2749425946e-04    1.0639633038e-15    3.2158005096e-05    7.8631619910e-16
  20.9000000   -2.2654534205e-04   -6.0628809612e-16    3.1831493413e-05   -3.3434856466e-15
  21.0000000   -2.2381051383e-04   -3.8451273310e-15    3.1486731403e-05   -4.8729808364e-15
  21.1000000   -2.2019795208e-04   -3.1606544302e-15    3.1131356115e-05   -3.5337910372e-15
  21.2000000   -2.1671221089e-04   -2.8175729683e-15    3.0773878127e-05   -1.3609484802e-14
  21.3000000   -2.1431019347e-04   -9.7512213220e-16    3.0423394265e-05   -6.5729036272e-15
  21.4000000   -2.1377611081e-04    1.2526724592e-15    3.0089243118e-05    3.9668327614e-15
  21.5000000   -2.1563299863e-04   -3.2547972619e-16    2.9780617377e-05    3.0469366472e-15
  21.6000000   -2.2010126618e-04    3.7536709798e-16    2.9506152959e-05    8.2415894168e-15
  21.7000000   -2.2710647253e-04   -7.6832372967e-16    2.9273517948e-05    7.6611734251e-15
  21.8000000   -2.3632872207e-04    8.7816347989e-16    2.9089024508e-05    1.5092603923e-14
  21.9000000   -2.4728064438e-04    8.1223694208e-16    2.8957288310e-05    8.5997149759e-15
  22.0000000   -2.5939908607e-04   -1.8042095906e-15    2.8880956517e-05    7.6325014488e-15
  22.1000000   -2.7213065316e-04   -3.4280192594e-15    2.8860522416e-05    4.5617755532e-15
  22.2000000   -2.8499845372e-04   -4.2418660772e-15    2.8894239265e-05   -1.9159329911e-16
  22.3000000   -2.9764049848e-04   -5.7821138186e-15    2.8978140143e-05    1.7827466717e-15
  22.4000000   -3.0981871341e-04   -6.2796659088e-15    2.9106164317e-05    1.7783037089e-15
  22.5000000   -3.2140292020e-04   -6.6731323761e-15    2.9270383817e-05    5.0666912317e-15
  22.6000000   -3.3233966702e-04   -6.1881344561e-15    2.9461319104e-05    7.4480822970e-15
  22.7000000   -3.4261774749e-04   -5.5460175564e-15    2.9668326013e-05    1.2028993122e-14
  22.8000000   -3.5223998727e-04   -2.6659096574e-15    2.9880034594e-05    6.3934552406e-15
  22.9000000   -3.6120899725e-04    5.3414840829e-16    3.0084816245e-05    4.5384537308e-15
  23.0000000   -3.6952788574e-04    7.7565861713e-16    3.0271255432e-05    4.3401882745e-15
  23.1000000   -3.7721178001e-04    2.3570827860e-15    3.0428603184e-05    1.1379265490e-15
  23.2000000   -3.8430689155e-04    1.7664131544e-15    3.0547190863e-05   -1.7907550774e-15
  23.3000000   -3.9090697919e-04    4.6497669005e-15    3.0618786543e-05   -7.4539178030e-15
  23.4000000   -3.9715689573e-04    2.6837025394e-15    3.0636878908e-05   -1.3054047033e-14
  23.5000000   -4.0323936347e-04   -6.0144026337e-16    3.0596879804e-05   -1.2672906080e-14
  23.6000000   -4.0934532257e-04    1.0609723196e-15    3.0496239475e-05   -9.6307492901e-15
  23.7000000   -4.1563343872e-04   -7.6545011466e-17    3.0334474246e-05   -3.8692498296e-15
  23.8000000   -4.2219089430e-04    8.7852470511e-16    3.0113110328e-05   -2.7530919755e-15
  23.9000000   -4.2900478419e-04    6.1746861721e-16    2.9835550426e-05   -4.4732003358e-15
  24.0000000   -4.3595379143e-04   -2.7946130589e-16    2.9506873966e-05   -1.5133419849e-15
  24.1000000   -4.4282656733e-04    7.9190625264e-16    2.9133582623e-05    7.2068375840e-15
  24.2000000   -4.4935996378e-04   -1.9289797043e-15    2.8723304839e-05    8.1593387154e-15
  24.3000000   -4.5530367668e-04   -3.7196234821e-15    2.8284473337e-05    7.0441335343e-15
  24.4000000   -4.6049195734e-04   -2.5532040614e-15    2.7825989128e-05    6.5702041236e-15
  24.5000000   -4.6490893439e-04   -5.4533053305e-17    2.7356884842e-05    3.4633560309e-15
  24.6000000   -4.6873025998e-04   -1.0446543217e-16    2.6885999131e-05   -3.1440679051e-15
  24.7000000   -4.7233948494e-04   -1.9031808533e-15    2.6421671603e-05   -3.5434184054e-15
  24.8000000   -4.7630791307e-04   -9.8375089839e-16    2.5971467193e-05   -3.1299590940e-15
  24.9000000   -4.8134278481e-04    1.2673987172e-15    2.5541936327e-05   -1.6873583664e-15
  25.0000000   -4.8820675632e-04    2.2800563068e-15    2.5138416432e-05   -2.4548013537e-15
  25.1000000   -4.9761928262e-04   -9.2794846528e-16    2.4764878631e-05   -4.3541133899e-15
  25.2000000   -5.1015326273e-04   -1.7120495748e-15    2.4423823070e-05   -9.3711779820e-15
  25.3000000   -5.2614152006e-04   -5.6523110144e-16    2.4116224822e-05   -9.0600813719e-15
  25.4000000   -5.4560576945e-04   -1.5111062476e-15    2.3841532557e-05   -7.5708506944e-15
  25.5000000   -5.6821931581e-04   -5.6955078179e-15    2.3597720098e-05   -1.0086291600e-14
  25.6000000   -5.9330479487e-04   -4.8324218442e-15    2.3381391316e-05   -7.0733263917e-15
  25.7000000   -6.1986517312e-04   -4.1501005638e-15    2.3187936847e-05   -4.4226020117e-15
  25.8000000   -6.4665182938e-04   -5.2543583259e-15    2.3011740217e-05    1.2358801041e-15
  25.9000000   -6.7225621176e-04   -4.1897777472e-15    2.2846428735e-05    2.2866395992e-15
  26.0000000   -6.9521448558e-04   -3.4398873531e-15    2.2685162555e-05   -2.3949759294e-15
  26.1000000   -7.1411572172e-04   -2.5486473924e-15    2.2520953544e-05    5.5997074568e-16
  26.2000000   -7.2770058414e-04   -3.7816422746e-15    2.2347002570e-05    4.3147205838e-15
  26.3000000   -7.3494485463e-04   -1.2952914474e-15    2.2157041262e-05   -3.4773051564e-16
  26.4000000   -7.3512176288e-04   -3.9709824396e-16    2.1945662842e-05    4.2111427133e-17
  26.5000000   -7.2784170476e-04   -1.3853167556e-15    2.1708623272e-05    3.7087088507e-15
  26.6000000   -7.1307071753e-04   -3.9267541046e-15    2.1443093238e-05    6.5296467325e-15
  26.7000000   -6.9113422569e-04   -2.3818524829e-15    2.1147839882e-05    2.9451960972e-15
  26.8000000   -6.6271276594e-04   -1.8404161900e-15    2.0823318232e-05    7.6154940938e-15
  26.9000000   -6.2883764027e-04   -1.9107856059e-15    2.0471654587e-05    8.2695969200e-15
  27.0000000   -5.9088895439e-04   -3.5148490368e-15    2.0096508955e-05    7.7648835036e-15
  27.1000000   -5.5059283496e-04   -1.5517482134e-15    1.9702813589e-05    1.5580000787e-14
  27.2000000   -5.1000340485e-04   -5.3407822481e-16    1.9296394236e-05    1.6231974649e-14
  27.3000000   -4.7145839456e-04   -2.0241418478e-15    1.8883497543e-05    8.5899202280e-15
  27.4000000   -4.3750354381e-04   -2.2154138626e-16    1.8470263198e-05    9.5035978826e-15
  27.5000000   -4.1076949391e-04   -1.9165987289e-15    1.8062193864e-05    8.2924253059e-15
  27.6000000   -3.9379287983e-04   -2.3239657714e-15    1.7663686634e-05    5.8106322410e-15
  27.7000000   -3.8879451776e-04   -3.5516136495e-15    1.7277692148e-05    1.2071664307e-15
  27.8000000   -3.9742874845e-04    4.9490498515e-16    1.6905557312e-05   -1.7999638168e-15
  27.9000000   -4.2052520824e-04    2.9355877374e-15    1.6547086753e-05   -5.7705196482e-15
  28.0000000   -4.5786504947e-04    5.8195214493e-15    1.6200823129e-05   -8.8090291221e-15
  28.1000000   -5.0801968072e-04    4.9783831581e-15    1.5864504778e-05   -7.7163108680e-15
  28.2000000   -5.6829516886e-04    3.2063101674e-15    1.5535616277e-05   -6.1331471836e-15
